headword,error
"אִכְפָּה, אִכְפַּת",
אכ״ק,
אכ״ר,
אַכְרוּב,
אַכְרוּם,
אַכְרוֹעַ,
אִכְרָזָה,
אַכְרְזִיאֵל,
אַכְרַזְתָּא,
אכרמוניא,
אַכְרַעְתָּא,
אכש״מ,
אַכְשָׁרוּתָא,
אַכַּתִּי,
אַכְתַּר,
אַכְתְּרִיאֵל,
א״ל,
אֶלָא,
אֶלָּא אִם כֵּן,
אֲלָא,*
אֵלָאהֵן,
אַלְבִּינָה,
אלב״ם,
אַלְבָּנָא,
אַלְגוּסִין,
אלד״ס,
אל״ה,
אַלָּה,
אֱלָהוּת,
אֵלוּ,
אלו כורסין,
אַלְוַאי,
אַלּוֹאּין,
אַלְווַי,
אַלְוִוין,
אַלְווַיְתָא,
אלוונתית,
אַלְוָיוּתָא,
אַלְוִים,
אֱלוּלִי,
אלולננין,
אִלוּלָפוֹן,
אֲלוּמָא,
אַלּוֹן,
אֲלוּנְטִית,
אֲלוּנִיסְתִּין,
אֲלוּנְכָא,
אֲלוּנְקִי,
אֲלוּנְתִּית,
אלוסריקון,
אַלּוֹפַסִין,
אַלוֹרְיָא,
אַלְטִיכְסְייָא,
אַלְטִין,
אַלְטִינוֹן,
אִלְיָא,
אַלִּיבָּא,
"אַלְיוֹן, אַלְיוֹנָא",
אֵלְיוֹסְטוֹן,
אַלִיחְרוֹק,
אִלְייָה,
אִלְייֵן,
אַלְייָת,
אַלִּילָא,
אַלִּים,
אִלֵימָא,
אַלִּימוּתָא,
אֲלִינְתִּין,
אֲלִינְתִּית,
אֵלִיס,
אֵלְיַסְטוֹן,
"אַלִיסָס, אליפיס",
אֲלִיקָה,
אֲלִירָה,
אלי״ת,
אֲלִיתָא,
אָלְיְתָא,
אל״כ,
אלכס [אַכְלָס],
אֲלַכְסָא,
"אֲלַכְסוֹן, אֲלַכְסוֹנָא",
אֲלֶכְסַנְדְרָא,
אֲלַכְסַנְדְרוֹס,
אֲלַכְסַנְדְרִי,
"אֲלַכְסַנְדְרִיָא, אֲלַכְסַנְדְרִיאָה",
אלכ״ק,
אל״ל,
אָלָל,
אִלֵּל,
אֲלַל,
אַלֵּל,
אַלְלָא,
אַלֵּם,
אִתְאַלֵּם,
אַלְמָא,*
אלמ״ד,
אַלָּמָה,
אַלְמוֹן,
אַלָּמוּתָא,
אַלְמִין,
"אִלְמָלֵא, אִלְמָלֵי",
אִלְמֵן,
אִלְמָנָא,
"אַלְנִיסְטִי, אַלְנִסְטִי",
אָלָס,
אֲלַס,
"אלסוטרוס, אלסטרס",
אלע״ז,
אַלְעִיקִי,
אלע״כ,
אַלֶף,
אַלֶף בֵּית,
אַלְפָא,
אַלְפָא בֵּיתָא,
אִלְפָא,*
"אֲלַפְבֵּטָרִין, אַלֶפְבֵּיתִין",
אַלְפָּס,
אִלְצָר,
אל״ק,
אֶלָקָא,
אִלְקֵט,
אַלְקְלָאוֹן,
"אַלְקַפְטָא, אַלְקַפְתָּא",
אלקק,
אֲלַרְיָא,
אל״ת,
אלת״ה,
אַלְתּוּסְבְּרָא,
אַלְתִּית,
אלתמסין,
אֵם.,
אָם,
אֲמָא,
אִמָא,
"אמאום, אִמְאוּס",
אַמַּאי,
אמב״ד,
אַמְבּוּהָא,
אִמְבּוֹל,
"אַמְבַּט, אַמְבַּטִי",
אַמְבָּטֵיס,
אַמְבַּטִיתָה,
אַמְבִּירוּקְלִין,
אַמְבְּרָא,
אַמְגּוּזָא,
אַמְגוּשִׁי,
אַמְגַּייַרְתָּא,
אמ״ד,
אָמַד,
אמ״ה,
אַמָּה.,
אִמָּה,
"אַמְהוּ, אַמְהוּת",
אמה״כ,
אמהל״א,
אמה״מ,
אמו״ב,
אמוה״ק,
אמוּם,
אמומ״ב,
אֱמוּנָה.,
אָמוּס,
אֲמוֹרָא,
אֲמוֹרָאָה,
אֵמוּרִים,
"אַמְטוּ, אַמְטוּל",
"אַמְטוּ לְהָכִי,",
אַמְטִיתָא,
אַמִי,
אָמִיד,
אֲמִיטְלִיָא,
אֲמִיטְתָּא,
אַמְייַנְטוֹן,
אמימ״פ,
אַמְיַנְטוֹן,
אֲמִירָה,
"אַמִּיתָּא, אַמִּיתָּה",
אֲמִיתָּה,
אֲמִיתִּי,
אַמְכּוּתִי,
"אמכירוס, אֵמִכְּסִירוֹס",
"אמלגין, אמלוגין",
"אֲמַלְתְּרָא, אֲמַלְתְּרָה",
אָמַם,
אִמֵּן,
אֲמָנָה.,
"אֲמָנָה, אֲמָנוֹן, אֲמָנוֹס",
אמנותא,
אֲמָנָס,
אמפוטמא,
אַמְפּוּרִין,
"אַמְפִּילְייָא, אַמְפַּלְיָא",
אִמְפְּרָטוֹר,
אִמֵּץ,
אֶמְצַע,
אֶמְצָעוּת,
אֶמְצָעִי,
"אֶמְצָעִית, אֶמְצָעִיתָא",
(אמר),
אִמְרָה,
"אֲמַרְכּוֹל, אֲמַרְכָּל, אֲמַרְכְּלָא",
אֲמַרְלַאי,
אֶמֶשׁ.,
אמ״ת,
אַמְתָא,
אֲמִתִּי,
אֲמַתְלָא,
אֲמַתְלַאי,
א״נ,
אֲנָא,
אִנְבָּא,
אִנְבּוֹנָא,
אַנְבּוּרְקְרָא,
אַנְבְּטָא,
אנבטי,
אנביל,
אנבין,
אִנְבָּל,
אַנְגְטוֹס,
אנגיטוס,
אנגיטירין,
אַנְגִיטְרִיס,
אָנְגִיסְטַר,
אַנְגְלָא,
אנגלין,
אַנְגְרַבְטוֹס,
אַנְגְרוֹטִינָה,
אַנְגַרְיָא,
אנגרים,
אַנְגַרְמוֹס,
אַנְדוּכְתְּרִי,
אַנְדִיסְקִי,
אַנְדִיפָא,
אִנְדִיקִיאָה,
אנדיקס [אֶגְדִיקוֹס],
אנדנא,
אַנְדְרַאי,
אנדרגינוס,
אנדרואנטיא,
אַנְדְרוֹגִינוֹס,
"אַנְדְרוֹלוֹמוֹסְיָא, אַנְדְרוֹלוֹמְסִיָא. אַנְדְרוֹ־לְמַסִיָה",
אִנְדְרוֹנָא,
אנדרופיקיס,
"אַנְדַרְטִי, אַנְדַרְטִין, אנדריאנטוס",
אַנְדְרַיי,
אנדריינוס,
אנדרינוס,
"אנדרלמוסיא, אנדרמוסיאה",
אַנְדְרַפְתָּא,
אִנָּה,
אוֹנָה,*
"אַנְהוֹרֵי, אַנְהָרוּתָא",
אָנוּ,
אָנוּךְ,
אנולוגין,
אִנוֹמְלִין,
"אֲנוֹנָה, אֲנוֹנִית, אֲנוֹנָס",
אָנוֹסָא,
אנוקי,
אַנְזִיקָא,
אַנְחוּתָא,
אַנְטְבִילָא,
"אַנְטִדִיקוֹן, אַנְטִדִיקוֹס",
אַנְטוּכָאָה,
אַנְטוּכִי,
"אַנְטוֹכְיָא, אַנְטוֹכִיָה",
אנטוכין,
"אנטולי, אנטולינוס, אַנְטוֹנִינוּס",
אָנְטוֹס,
"אַנְטִיגְנוֹס, אַנְטִיגְנָס",
אַנְטִיגְרַפָא,
אַנְטִיגְרָפִין,
אַנְטִידִיקוֹס,
אַנְטְיוֹכִי,
אַנְטְיוֹכִיאָה,
אַנְטִיוֹכָס,
אנטיטא,
אנטייריס,
אנטיכוֹס,
אַנְטִיכִי,
אַנְטִיכְרִיסִיס,
אַנְטִילָא,
אַנְטִינוֹס,
אָנְטִינַ‬ייָא,
אנטינינוס,
אַנְטִיפּוּתָא,
אַנְטִיפַטְרִיס,
אַנְטִיפַּטְרָס,
"אַנְטִיפִּיטָא, אַנְטִיפִּיטִי",
"אנטיפרס, אנטיפריס",
"אנטיקוסר, אַנְטִיקֵיסַר",
אַנְטִיקֵירוֹס,
"אַנְטַל, אַנְטְלָא",
אַנְטָלִימוֹס,
אַנְטְלַר,
אנטמירוס,
אַנְטַנְייָא,
אַנְטִפַּטְרִי,
אנטקיסור,
אַנְטַרְדָס,
"אַנְטְרִי, אַנְטְרִין",
אַנְטְרִיס,
אֲנִיגְרָא,
אֲנִיגְרוֹן,
אָנְייָא,
אני״ל,
אָנִין,
"אֲנִינָה, אֲנִינוּת",
אֲנִיס,
אָנִיסָא,
אֲנִיסוּתָא,
אֲנִיסְכָּא,
אֲנִיפוֹנִיס,
אָנִיץ,
"אֲנִיק, אֲנִיקָא",
אֲנִיקוּתָא,
אֲנִיקִי,
אֲנִירְדְפִין,
אִנֵךְ,
אֲנָךְ.,
אנכה״ג,
אַנְלָגִין,
אַנְלוּנְטָא,
אנל״פ,
אָנַם,
אנן,
אֲנָנָא,
אֲנַנְקִי,
אָנַס,
אַנָּס,
אֲ‬נַסְיָ‬א,
אַנְפּוּ,
אנפוליא,
אנפוקנין,
אַנְפּוּרָא,
"אַנְפּוֹרְיָא, אַנְפּוֹרְיָה",
אנפטי,
אַנְפֵּי,
אַנְפְיָא,
אַנְפִּילָא,
אַנְפִּילוֹגוֹס,
אַנְפִּילְיָא,
אַנְפִּילִין,
אַנְפִּיקִינוֹן,
אַנְפְּלָא,
אַנְפִּלִין,
אנפנטרין,
"אַנְפַּק, אַנְפְּקָא",
"אנפקיטן, אַנְפְּקִינוֹן, אַנְפְּקִינִין",
אַנְפְּרוּת,
אֲנַפְרִיאָה,
אֲנַץ,
אַנְקָא,
אנקוס,
אָנְקַטְמִי,
אַנְקְלָה,
אַנְקְלַווְסִיס,
אַנְקְלוֹמָה,
אָנְקְלוֹס,
אַנְקְלִיטוֹן אַנְקְלִיטִין,
אַנְקַלְמוֹס,
אֶנְקְלַסְיָא,
אַנְקַקְתָּא,
אֶנְקְתָא,
אַנְתָּא,
אַנְתּוּסָאֵי,
אַנְתִּימְרוֹס,
אַנְתִּינִים,
אַנְתִּיקִי,
אַנְתְּרוֹפִי,
אִנְתְּתָא,
אס׳,
א״ס,
אָסָא,
אס״ב,
אס״ד,
אסד״א,
אַסְדָּא,
אסד״ג,
"אַסְהָדוּתָא, אַסְהַדְתָּא",
אָסוּ,
אַסְוֵירוּס,
אֲסוּפִי,
אָסוּתָא,
"אַסְחָרוּת, אַסְחָרוּתָא",
אִסְטָאטִיבָא,
אִסְטַבְלָא,
אִסְטַגְיָה,
אִסְטַגְנִין,
אִסְטַדְיָא,
אִסְטְווָא,
אִסְטַווְלְווָן,
אִסְטְווָנָא,
אִסְטְווָנִית,
אִסְטוֹלָא,
אִסְטוֹמוֹכְרִי,
אִסְטוֹמְכָא,
אִסְטַטְיָא,
אִסְטֵיב,
אִסְטָיו,
אִסְטְיוֹן,
אַסְטָיוּת,
"אסטים, אִסָטִיס",
אסטית,
אִסְטְכִיוִי,
אִסְטְלָא,
"אִסְטְלָא , אִסְטְלִי",
אסטליסטקין,
אִסְטָמָא,
אֶסְטָן,
אִסְטַנְדְּרָא,
אִסְטְנִינוּתְיָא,
אִסְטַסְנִי,
"אִסְטְפוּן, אִסְטַפְנִינִי",
אִסְטַקְטוֹן,
אִסְטְרָאטֵיגָא,
אִסְטְרוֹבָל,
"אַסְטְרוֹלוֹג, אַסְטְרוֹלוֹגוֹס",
אַסְטְרוֹלוֹגְיָא,
אִסְטְרוֹנְגִילוֹן,
אִסְטְרוֹפוֹמַטָ‬א,
"אִסְטְרָט, אִסְטְרָטָ‬א",
אִסְטְרַטְיָא,
"אִסְטְרָטֵיג, אִסְטְרָטֵיגוֹס",
"אִסְטְרַטְיוֹט, אִסְטְרַטְיוֹס",
"אסטרטיל, אסטרטילוס, אִסְטְרַטְלִיט, אִסְטְרַטְלִיטוֹס, אסטרטלירוס,",
אסטריא,
אִסְטַרְקְלִילָא,
אַסִּי,
אַסִּי,
אִתַּסִי,
"אָסֵי, אָסְיָא",*
אַסְיָא,
אַסְיוּתָא,
אסי,*
אַסְייָנָא,
אסיל,
אֲסִימוֹן,
אֲסִינְתָּא,
אֲסִיסְנָא,
אֲסִיפָא,
אֲסִיפָה,
אֲסִירָה,
אָסִיתָא,
אַסְכּוֹלִי,
אַסְכּוּפְתָּא,
אַסְכִּיל,
אַסְכְּלָא,
אַסְכְּלָה,
אַסְכְּמָה,
אַסְכָּמוּתָא,
"אַסְכָּרָא, אַסְכָּרָה",
אסכריא,
אס״ל,
אֵסֶל,
"אַסְלָא, אַסְלָה",
אִסְלָט,
אַסְמַכְתָּא,
אסממ״ו,
אִסְמַרְגְדִין,
אִסְנָא,
אֲסָנָא,
אסנגרון,
אֶסְפּוֹג,
אספוטמיא,
אֶסְפּוֹר,
אַסְפּוֹרַק,
אספטיא,
אַסְפִּיקוּלָא,
אספירכא,
אַסְפַּלְיָא,
אִסְפְּלִידָא,
"אִסְפְּלָנִי, אספלניס, אִסְפְּלָנִית, אִסְפְּלָנִיתָא",
אַסְפַּמְיָא,
אִסְפָּן,
אַסְפַּנְיָא,
אספניא,
"אַסְפְּנִיקִי, אספנקי",
אַסְפַּסְיָאנוּס,
אַסְפַּסְיָאנֵי,
אַסְפַּסְייָנוּס,
אַסְפַּסְתָּא,
אִסְפַּסְתּוֹרִין,
אִסְפַּקְלָטוֹר,
אִסְפַּקְלַרְיָא,
אֵסְפַּר,
אִסְפַּרְגוֹס,
אִסְפַּרְוָוא,
אַסְפְּרוֹן,
אַסְפְּרִיסָא,
אספרלגין,
אִסְפְּתִי,
אִסְפְּתִין,
אִסְקוּטְלָא,
אַסְקוֹל,
אַסְקוּפָה,
אִסְקוּפִי,
אַסְקוּפְתָּא,
אַסְקוּפְתָּה,
אַסָקוּתָא,
אַסְקְלָא,
"אסקפטי, אִסְקְפִי",
אִסְקַרְיָא,
"אסקריא, אסקריה",
אִסְקְרִיטִי,
אַסְקְרִין,
אִסְרַדְיוֹט,
אֲסָרָה,
"אִסְרָט, אִסְרָטָא",
אסרטיג,
אסרטליט,
אִסְתַּהַר,
אִסְתְּווָרָא,
אִסְתּוֹמְכָא,
אִסְתּוּנְיָא,
אִסְתִּירָא,
"אֶסְתָּן, אֶסְתָּנָא",
אִסְתְּנִיס,
אַסְתְּרוֹלוֹגְיָא,
אעאאכ״מ,
אע״ג,
אעודל״ת,
אע״כ,
אעל״מ,
אֲעָן,
אעע״ג,
.אע״פ,
אעפ״כ,
אפ׳,
אַף.,*
"אַף עַל גַּב, אַף עַל פִּי",
אַף עַל פִּי כֵן,
אַף,*
אָפָא,
אַפָּא,
אפ״ה,
אָפֹה.,
אַפּוֹבַּלְסַמוֹן,
אַפּוּדְרִים,
אַפוּזַייְנוֹ,
אַפּוֹטִיִקי,
"אַפּוֹטְרוֹף, אַפּוֹטְרוֹפָּא, אַפּוֹטְרוֹפּוֹס, אַפּוֹטְרוֹפָּס",
אַפּוֹכִי,
אַפּוּלְיָא,
אפוליון,
אֲפוּלִים,
"אַפּוֹלְמוֹטוּס, אַפּוּמְלִיטִיס",
אַפּוּמְלַייָא,
אִפּוֹמְנֵימָא,
"אֲפוּנְדָה, אֲפוּנְדְיָה",
"אֲפוּנִים, אֲפוּנִין",
אֲפוּנַס,
אַפּוּנְרָא,
אָפוּס,
אַפּוֹסְטִמוֹס,
אפופוריא,
אַפּוּפְייָרוּת,
אַפּוֹפַּלְסַמוֹן,
"אפופסים, אפופסין [אַפּוֹפְסִיס]",
אפופרין [אַפִּיפְיוֹן],
אָפוּץ,
אֲפוּקְטְפִיזִין,
אֲפוֵּקי,
אפורדוכסוס [אַפַּרְדוֹכְסוֹס],
אַפּוּרָט,
אַפּוּתָא,
אַפּוֹתִּיקִי,
אָפַז,
אַפְחֲזָא,
אֶפְטָא,
אַפְטוּנִיוֹת,
אַפְטוֹרִיקָא,
אַפְטָט,
אַפְטִי,
"אִפַּטִי, אִפַּטְיָא, אִפַּטְייָא, אִפַּטְייָה",
אַפְטָרָה,
אֲפַטְרוֹן,
"אַפִּטְרוֹפָּס, אַפִּטְרָפּוֹס, אפטרפס",
אַפְ‬טַרְתָּא,
אפי׳,
אפי בלסמון,
אפי״ה,
אֲפִיָּה,
אַפְיוֹטוֹת,
אפיטרוסות,
"אַפִּיטְרוֹף, אַפִּיטְרוֹפָּא, אַפִּיטְרוֹפּוֹס, אַפִּיטְרוֹפָס",
אַפִּיטְרוֹפְּסוּת,
אֲפִייָה,
אִפְּייַטְרוֹס,
אֲפִילוּ,
אַפֵּילוֹן,
"אֲפִילְיוֹן, אפיליות",
אַפִּיס,
אֶפִּיסְטוֹלִי,
אפיסניא,
אַפִּיסְתְּקִיתָא,
"אִפִּיפּוֹדִין, אפיפורין",
אפיפורין [אַפִּיפְיוֹן],
"אַפִּיפְייָרוֹת, אַפִּיפְיָרוֹת",
אפיפיריון,
אַפִּיפְסָרוֹס,
אֲפִיץ,
אַפִּיקָדוֹנָא,
אפיקולוס,
אֲפִיקוֹמָן,
"אַפִּיקוֹרָא, אַפִּיקוֹרוֹס",
אֲפִיקוֹרָן,
אַפִּיקוֹרָס,
אַפִּיקוֹרְסוּת,
"אַפִּיקְטְוִיזִין, אַפִּיקְטְפִיזִים",
אפיקי,
אֲפיקִימוֹן,
אָפִיקִין,
אַפִּיקֵירוֹס,
אפיקסנין,
אַפִּיקָרוּתָא,
"אפיקריסין, אפיקריתים, אַפִּיַקרְסָה, אַפִּיקַרְסוֹן, אַפִּיקַרְסוּת",
אַפִּיקָרְסִי,
אֲפִיקַרְסִין,
אַפֵּירֵיטוֹס,
אפירסמון,
אֲפַךְ,
אִתְפּוּךְ,
אַפָּכִי,*
(אפל),
אַפָּלָא,
אפלון,
אפלטור,
"אַפְּלִיטוֹס, אַפְלִיטָס",
אַפְלִיקְתָּא,
אֲפַלְסְמוֹן,
אפלקטורין,
אַפַּמְיָא,
(אַפַּנְטִי) לְאַפַּנְטִי,
אַפַּנְטִיסוֹן,
אַפַּנְתָּא,
(אַפַּנְתִּי) לְאַפַּנְתִּי,
אָפֵס,
"אָפְסוֹנְיָא, אָפְסוֹנִין",
אֲפַסְטְיָא,
אפסטיתא [אִסְפַּתִּיתָא],
אַפִּסְטַקִין,
אַפְסִי,
אפסיין [לְפִיסִין],
אַפְּסִינְתִּין,
אָפְסִיקִין,
"אָפְסָנְיָא, אָפְסָנְייָא",
אַפְסְקִימָא,
"אַפְסָר, אַפְסְרָא",
אֲפָפִין,
אַפְצָא,
אַפָּקוּתָא,
אַפְקוֹתָא,
אַפְקֵירוֹס,
אַפְקַעְתָּא,
אַפְקְרוּתָא,
אַפְקְרָסוּת,
"אפקרסות, אפקרסין",
אַפְקַשְׁיוֹן,
אַפְקְתָא,
אָפָר,
אָפַר,
אֶפְרָא,
"אַפְרַגְיָה, אפרגייס",
אַפְּרַגֵיס,
אֲפַרְגֵל,
אֶפְרָה,
אַפְרוֹדִיטִי,
אַפְרוּמְבְּיָא,
אַפְרַזְתָּא,
אפרטוט,
אפרטין,
אַפְרִיזָא,
אֲפַרְייָן,
אַפְרִיקָא,
"אַפְרִיקָאָה, אַפְרִיקַי",
"אַפְרִיקִי, אַפְרִיקְיָא",
"אִפַּרְךְ ,אִפַּרְכוֹס",
אֲפַרְכוֹרִיס,
"אִפַּרְכִי, אִפַּרְכְיָא, אִפַּרְכְיוּתָא, אִפַּרְכְייָא",
אִפַּרְכֵיס,
אֲפַרְכַּל,
אֲפַרְכָּס,
"אֲפַרְסְמָא, אֲפַרְסְמוֹן",
"אֲפַרְסָק, אֲפַרְסְקָא",
אפרפוס,
אַפַּרְקִיד,
אפרקסות,
אַפְרָשָׁה,
אַפְרָשׁוּתָא,
אֶפְשִׁי,
אפשלה,
אֶפְשָׁר,
אפ״ת,
אַפְתָּא,
אַפְתָּאָה,
אַפְתִּי,
אַפְתְּסִיס,
אַפְתְּקָא,
א״צ,
אצ״ב,
אֶצְבַּע.,
אֶצְבָּעִי,
אצ״ה,
אָצוּ,
אַצְווְתָא,
אִצְווְתָא,
אַצְוַחְתָּא,
אִצְטְבָה,
אִצְטַבְלָא,
אִצְטַגְנִין,
אִצְטַגְנִינוּת,
"אִצְטַדִין, אִצְטַדְיָא, אִצְטַדִינִין",
"אִצְטְווִין, אִצְטְוָנִית",
אִצְטְלָא,
אִצְטְלִי,
אִצְטְלִית,
אצטרביג [אִסְטְכַרְיוֹן],
אִצְטְרַדְיוֹת,
אִצְטְרוֹבִילִי,
אִצְטְרוֹבָל,
אִצְטְרוֹבְלָא,
אצטרוגליס [אַצְטְרוֹלוֹגְיָא],
אַצְטְרוֹלוֹג,
אצטרולוגים,
אִצְטַרְכְיָא,
אִצְטְרָמִיטָה,
אָצְייָא,
אֲצִיפָא,
אצ״כ,
אַצְלָחוּתָא,
אצרות רוחא,
א״ק,
אַקְהָיוּת,
אֲקוּבִיטוֹן,
אֲקוּבְנִי,
אַקְוָוא,
אָקוֹן,
אֲקוּנְבִּי,
אֲקוּפֵי,
אָקוּשָׁא,
אָקְטוֹ,
אַקְטוֹר,
אַקְטִיסְפוֹן,
אַקְטַרְתָּא,
אֲקִילוֹס,
אקיסטפון,
אֲקִיקָא,
אַקְלִיבוּסְתָּא,
אַקְלִידָא,
אַקְלַפְרִין,
אק״נ,
אֲקַן,*
אִקָנוֹס,
אַקְנָיוּתָא,
אַקְנַייְתָא,
אַקְנִיתָא,
אֲקַנְתָּא,
אַקְסִיל אַלוּאוֹן,
אַקְפָּדָה,
אַקָּפוּתָא,
אַקְרָא,
אַקְרַאי,
אַקְרוֹקְתָא,
אַקְרַפִיטָא,
א״ר,
אָרָא,
אֲרָא,
אַייְרִי,*
אַרְבָּא,
אֲרָבָא,
אָרְבָּא,
אַרְבּוּנָא,
אַרְבִּילָא,
ארביס טירם,
אַרְבֵּיסַר,
אַרְבֵּל,
אַרְבָּלָא,
אָרְבָּן,
