"['Makkot 7b:2', 'Mishneh Torah, Murderer and the Preservation of Life 6:10']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 374:33:1', 'Shulchan Arukh, Orach Chayim 374:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 461:87:1', 'Shulchan Arukh, Orach Chayim 461:5']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 375:11:1', 'Shulchan Arukh, Orach Chayim 375:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 382:109:1', 'Shulchan Arukh, Orach Chayim 382:19']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 467:86:1', 'Shulchan Arukh, Orach Chayim 467:8']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 385:2:1', 'Shulchan Arukh, Orach Chayim 385:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 467:122:1', 'Shulchan Arukh, Orach Chayim 467:10']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 386:8:1', 'Shulchan Arukh, Orach Chayim 386:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 467:194:1', 'Shulchan Arukh, Orach Chayim 467:14']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 467:204:1', 'Shulchan Arukh, Orach Chayim 467:14']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 386:76:1', 'Shulchan Arukh, Orach Chayim 386:9']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 387:17:1', 'Shulchan Arukh, Orach Chayim 387:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 467:231:1', 'Shulchan Arukh, Orach Chayim 467:16']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 388:6:1', 'Shulchan Arukh, Orach Chayim 388:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 391:12:1', 'Shulchan Arukh, Orach Chayim 391:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 391:22:1', 'Shulchan Arukh, Orach Chayim 391:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 468:65:1', 'Shulchan Arukh, Orach Chayim 468:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 392:8:1', 'Shulchan Arukh, Orach Chayim 392:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 392:37:1', 'Shulchan Arukh, Orach Chayim 392:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 392:56:1', 'Shulchan Arukh, Orach Chayim 392:7']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 469:13:1', 'Shulchan Arukh, Orach Chayim 469:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 392:57:1', 'Shulchan Arukh, Orach Chayim 392:8']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 397:8:1', 'Shulchan Arukh, Orach Chayim 397:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 471:36:1', 'Shulchan Arukh, Orach Chayim 471:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 397:18:1', 'Shulchan Arukh, Orach Chayim 397:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 472:8:1', 'Shulchan Arukh, Orach Chayim 472:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 472:32:1', 'Shulchan Arukh, Orach Chayim 472:5']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 472:44:1', 'Shulchan Arukh, Orach Chayim 472:6']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 472:84:1', 'Shulchan Arukh, Orach Chayim 472:13']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 473:46:1', 'Shulchan Arukh, Orach Chayim 473:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 473:59:1', 'Shulchan Arukh, Orach Chayim 473:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 473:76:1', 'Shulchan Arukh, Orach Chayim 473:5']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 400:3:1', 'Shulchan Arukh, Orach Chayim 400:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 473:91:1', 'Shulchan Arukh, Orach Chayim 473:5']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 400:4:1', 'Shulchan Arukh, Orach Chayim 400:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 473:92:1', 'Shulchan Arukh, Orach Chayim 473:5']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 473:125:1', 'Shulchan Arukh, Orach Chayim 473:6']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 473:129:1', 'Shulchan Arukh, Orach Chayim 473:6']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 404:22:1', 'Shulchan Arukh, Orach Chayim 404:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 475:40:1', 'Shulchan Arukh, Orach Chayim 475:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 475:79:1', 'Shulchan Arukh, Orach Chayim 475:7']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 475:85:1', 'Shulchan Arukh, Orach Chayim 475:7']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 408:13:1', 'Shulchan Arukh, Orach Chayim 408:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 477:2:1', 'Shulchan Arukh, Orach Chayim 477:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 409:2:1', 'Shulchan Arukh, Orach Chayim 409:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 477:6:1', 'Shulchan Arukh, Orach Chayim 477:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 409:5:1', 'Shulchan Arukh, Orach Chayim 409:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 477:24:1', 'Shulchan Arukh, Orach Chayim 477:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 409:48:1', 'Shulchan Arukh, Orach Chayim 409:7']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 479:4:1', 'Shulchan Arukh, Orach Chayim 479:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 409:49:1', 'Shulchan Arukh, Orach Chayim 409:7']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 479:14:1', 'Shulchan Arukh, Orach Chayim 479:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 409:61:1', 'Shulchan Arukh, Orach Chayim 409:8']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 410:6:1', 'Shulchan Arukh, Orach Chayim 410:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 483:5:1', 'Shulchan Arukh, Orach Chayim 483:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 415:9:1', 'Shulchan Arukh, Orach Chayim 415:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 417:8:1', 'Shulchan Arukh, Orach Chayim 417:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 487:39:1', 'Shulchan Arukh, Orach Chayim 487:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 417:13:1', 'Shulchan Arukh, Orach Chayim 417:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 487:43:1', 'Shulchan Arukh, Orach Chayim 487:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 417:29:1', 'Shulchan Arukh, Orach Chayim 417:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 418:12:1', 'Shulchan Arukh, Orach Chayim 418:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 489:3:1', 'Shulchan Arukh, Orach Chayim 489:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 419:2:1', 'Shulchan Arukh, Orach Chayim 419:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 422:25:1', 'Shulchan Arukh, Orach Chayim 422:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 489:57:1', 'Shulchan Arukh, Orach Chayim 489:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 422:48:1', 'Shulchan Arukh, Orach Chayim 422:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 422:50:1', 'Shulchan Arukh, Orach Chayim 422:6']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 489:96:1', 'Shulchan Arukh, Orach Chayim 489:8']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 424:2:1', 'Shulchan Arukh, Orach Chayim 424:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 489:111:1', 'Shulchan Arukh, Orach Chayim 489:10']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 489:118:1', 'Shulchan Arukh, Orach Chayim 489:10']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 426:17:1', 'Shulchan Arukh, Orach Chayim 426:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 492:2:1', 'Shulchan Arukh, Orach Chayim 492:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 427:4:1', 'Shulchan Arukh, Orach Chayim 427:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 493:18:1', 'Shulchan Arukh, Orach Chayim 493:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 495:2:1', 'Shulchan Arukh, Orach Chayim 495:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 432:4:1', 'Shulchan Arukh, Orach Chayim 432:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 495:4:1', 'Shulchan Arukh, Orach Chayim 495:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 432:25:1', 'Shulchan Arukh, Orach Chayim 432:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 495:45:1', 'Shulchan Arukh, Orach Chayim 495:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 496:1:1', 'Shulchan Arukh, Orach Chayim 496:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 496:25:1', 'Shulchan Arukh, Orach Chayim 496:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 433:46:1', 'Shulchan Arukh, Orach Chayim 433:5']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 496:40:1', 'Shulchan Arukh, Orach Chayim 496:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 433:62:1', 'Shulchan Arukh, Orach Chayim 433:8']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 433:74:1', 'Shulchan Arukh, Orach Chayim 433:9']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 434:23:1', 'Shulchan Arukh, Orach Chayim 434:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 436:15:1', 'Shulchan Arukh, Orach Chayim 436:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 436:31:1', 'Shulchan Arukh, Orach Chayim 436:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 436:38:1', 'Shulchan Arukh, Orach Chayim 436:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 498:16:1', 'Shulchan Arukh, Orach Chayim 498:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 442:19:1', 'Shulchan Arukh, Orach Chayim 442:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 442:55:1', 'Shulchan Arukh, Orach Chayim 442:5']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 442:95:1', 'Shulchan Arukh, Orach Chayim 442:9']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 444:1:1', 'Shulchan Arukh, Orach Chayim 444:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 502:7:1', 'Shulchan Arukh, Orach Chayim 502:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 444:26:1', 'Shulchan Arukh, Orach Chayim 444:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 503:3:1', 'Shulchan Arukh, Orach Chayim 503:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 445:6:1', 'Shulchan Arukh, Orach Chayim 445:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 445:14:1', 'Shulchan Arukh, Orach Chayim 445:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 447:8:1', 'Shulchan Arukh, Orach Chayim 447:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 506:24:1', 'Shulchan Arukh, Orach Chayim 506:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 447:53:1', 'Shulchan Arukh, Orach Chayim 447:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 506:31:1', 'Shulchan Arukh, Orach Chayim 506:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 506:35:1', 'Shulchan Arukh, Orach Chayim 506:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 447:62:1', 'Shulchan Arukh, Orach Chayim 447:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 506:47:1', 'Shulchan Arukh, Orach Chayim 506:5']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 507:5:1', 'Shulchan Arukh, Orach Chayim 507:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 447:96:1', 'Shulchan Arukh, Orach Chayim 447:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 447:102:1', 'Shulchan Arukh, Orach Chayim 447:5']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 507:12:1', 'Shulchan Arukh, Orach Chayim 507:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 509:13:1', 'Shulchan Arukh, Orach Chayim 509:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 509:40:1', 'Shulchan Arukh, Orach Chayim 509:5']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 447:196:1', 'Shulchan Arukh, Orach Chayim 447:7']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 510:10:1', 'Shulchan Arukh, Orach Chayim 510:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 447:252:1', 'Shulchan Arukh, Orach Chayim 447:11']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 447:261:1', 'Shulchan Arukh, Orach Chayim 447:12']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 511:6:1', 'Shulchan Arukh, Orach Chayim 511:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 448:3:1', 'Shulchan Arukh, Orach Chayim 448:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 448:69:1', 'Shulchan Arukh, Orach Chayim 448:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 514:47:1', 'Shulchan Arukh, Orach Chayim 514:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 451:36:1', 'Shulchan Arukh, Orach Chayim 451:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 451:50:1', 'Shulchan Arukh, Orach Chayim 451:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 451:69:1', 'Shulchan Arukh, Orach Chayim 451:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 515:17:1', 'Shulchan Arukh, Orach Chayim 515:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 451:99:1', 'Shulchan Arukh, Orach Chayim 451:6']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 451:117:1', 'Shulchan Arukh, Orach Chayim 451:6']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 515:73:1', 'Shulchan Arukh, Orach Chayim 515:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 515:83:1', 'Shulchan Arukh, Orach Chayim 515:5']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 518:24:1', 'Shulchan Arukh, Orach Chayim 518:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 519:7:1', 'Shulchan Arukh, Orach Chayim 519:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 519:8:1', 'Shulchan Arukh, Orach Chayim 519:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 519:9:1', 'Shulchan Arukh, Orach Chayim 519:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 523:6:1', 'Shulchan Arukh, Orach Chayim 523:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 526:45:1', 'Shulchan Arukh, Orach Chayim 526:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 526:72:1', 'Shulchan Arukh, Orach Chayim 526:7']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 527:52:1', 'Shulchan Arukh, Orach Chayim 527:7']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 531:26:1', 'Shulchan Arukh, Orach Chayim 531:6']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 531:29:1', 'Shulchan Arukh, Orach Chayim 531:6']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 537:36:1', 'Shulchan Arukh, Orach Chayim 537:6']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 537:52:1', 'Shulchan Arukh, Orach Chayim 537:11']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 537:69:1', 'Shulchan Arukh, Orach Chayim 537:14']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 538:6:1', 'Shulchan Arukh, Orach Chayim 538:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 538:7:1', 'Shulchan Arukh, Orach Chayim 538:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 538:8:1', 'Shulchan Arukh, Orach Chayim 538:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 539:50:1', 'Shulchan Arukh, Orach Chayim 539:9']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 542:7:1', 'Shulchan Arukh, Orach Chayim 542:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 542:10:1', 'Shulchan Arukh, Orach Chayim 542:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 544:28:1', 'Shulchan Arukh, Orach Chayim 544:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 545:1:1', 'Shulchan Arukh, Orach Chayim 545:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 546:4:1', 'Shulchan Arukh, Orach Chayim 546:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 546:27:1', 'Shulchan Arukh, Orach Chayim 546:5']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 547:28:1', 'Shulchan Arukh, Orach Chayim 547:6']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 548:27:1', 'Shulchan Arukh, Orach Chayim 548:6']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 548:53:1', 'Shulchan Arukh, Orach Chayim 548:10']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 548:59:1', 'Shulchan Arukh, Orach Chayim 548:15']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 549:4:1', 'Shulchan Arukh, Orach Chayim 549:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 551:10:1', 'Shulchan Arukh, Orach Chayim 551:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 552:56:1', 'Shulchan Arukh, Orach Chayim 552:11']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 553:7:1', 'Shulchan Arukh, Orach Chayim 553:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 553:18:1', 'Shulchan Arukh, Orach Chayim 553:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 554:106:1', 'Shulchan Arukh, Orach Chayim 554:22']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 555:2:1', 'Shulchan Arukh, Orach Chayim 555:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 558:16:1', 'Shulchan Arukh, Orach Chayim 558:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 559:10:1', 'Shulchan Arukh, Orach Chayim 559:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 559:28:1', 'Shulchan Arukh, Orach Chayim 559:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 562:14:1', 'Shulchan Arukh, Orach Chayim 562:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 562:47:1', 'Shulchan Arukh, Orach Chayim 562:6']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 562:55:1', 'Shulchan Arukh, Orach Chayim 562:7']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 564:9:1', 'Shulchan Arukh, Orach Chayim 564:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 565:24:1', 'Shulchan Arukh, Orach Chayim 565:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 568:4:1', 'Shulchan Arukh, Orach Chayim 568:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 568:35:1', 'Shulchan Arukh, Orach Chayim 568:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 574:8:1', 'Shulchan Arukh, Orach Chayim 574:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 576:52:1', 'Shulchan Arukh, Orach Chayim 576:9']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 580:10:1', 'Shulchan Arukh, Orach Chayim 580:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 581:60:1', 'Shulchan Arukh, Orach Chayim 581:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 582:14:2', 'Shulchan Arukh, Orach Chayim 582:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 582:30:1', 'Shulchan Arukh, Orach Chayim 582:5']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 583:32:1', 'Shulchan Arukh, Orach Chayim 583:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 583:37:1', 'Shulchan Arukh, Orach Chayim 583:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 585:17:1', 'Shulchan Arukh, Orach Chayim 585:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 585:23:1', 'Shulchan Arukh, Orach Chayim 585:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 585:28:1', 'Shulchan Arukh, Orach Chayim 585:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 586:152:1', 'Shulchan Arukh, Orach Chayim 586:22']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 588:26:1', 'Shulchan Arukh, Orach Chayim 588:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 589:38:1', 'Shulchan Arukh, Orach Chayim 589:7']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 589:46:1', 'Shulchan Arukh, Orach Chayim 589:9']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 590:9:1', 'Shulchan Arukh, Orach Chayim 590:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 591:25:1', 'Shulchan Arukh, Orach Chayim 591:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 600:10:1', 'Shulchan Arukh, Orach Chayim 600:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 600:11:1', 'Shulchan Arukh, Orach Chayim 600:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 602:19:1', 'Shulchan Arukh, Orach Chayim 602:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 606:12:1', 'Shulchan Arukh, Orach Chayim 606:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 606:65:1', 'Shulchan Arukh, Orach Chayim 606:4']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 607:27:1', 'Shulchan Arukh, Orach Chayim 607:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 607:28:1', 'Shulchan Arukh, Orach Chayim 607:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 612:11:1', 'Shulchan Arukh, Orach Chayim 612:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 615:5:1', 'Shulchan Arukh, Orach Chayim 615:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 619:7:1', 'Shulchan Arukh, Orach Chayim 619:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 619:29:1', 'Shulchan Arukh, Orach Chayim 619:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 619:30:1', 'Shulchan Arukh, Orach Chayim 619:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 621:6:1', 'Shulchan Arukh, Orach Chayim 621:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 621:33:1', 'Shulchan Arukh, Orach Chayim 621:6']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 622:4:1', 'Shulchan Arukh, Orach Chayim 622:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 629:47:1', 'Shulchan Arukh, Orach Chayim 629:6']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 630:28:1', 'Shulchan Arukh, Orach Chayim 630:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 633:18:1', 'Shulchan Arukh, Orach Chayim 633:5']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 633:31:1', 'Shulchan Arukh, Orach Chayim 633:8']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 634:7:1', 'Shulchan Arukh, Orach Chayim 634:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 638:47:1', 'Shulchan Arukh, Orach Chayim 638:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 641:8:1', 'Shulchan Arukh, Orach Chayim 641:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 643:19:1', 'Shulchan Arukh, Orach Chayim 643:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 644:13:1', 'Shulchan Arukh, Orach Chayim 644:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 648:62:1', 'Shulchan Arukh, Orach Chayim 648:9']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 648:138:1', 'Shulchan Arukh, Orach Chayim 648:22']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 651:102:1', 'Shulchan Arukh, Orach Chayim 651:10']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 658:64:1', 'Shulchan Arukh, Orach Chayim 658:6']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 660:22:1', 'Shulchan Arukh, Orach Chayim 660:3']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 661:5:1', 'Shulchan Arukh, Orach Chayim 661:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 665:9:1', 'Shulchan Arukh, Orach Chayim 665:1']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 672:18:1', 'Shulchan Arukh, Orach Chayim 672:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 672:21:1', 'Shulchan Arukh, Orach Chayim 672:2']"
"['Kaf HaChayim on Shulchan Arukh, Orach Chayim 673:42:1', 'Shulchan Arukh, Orach Chayim 673:1']"
