refs_before,vectors,accurated,changed
"{'Sukkah 48a', 'JTmock Chagigah 1:6:3'}","{'Rosh Hashanah 4b:12', 'Chagigah 17a:8', 'Sukkah 47a:12', 'Chagigah 17a:10', 'Rosh Hashanah 4b:13', 'Chagigah 17a:3', 'Rosh Hashanah 4b:3', 'Chagigah 17a:2', 'Rosh Hashanah 4b:1', 'Chagigah 17a:7', 'Rosh Hashanah 4b:9', 'Rosh Hashanah 4b:8', 'Chagigah 17a:1', 'Rosh Hashanah 4b:10', 'Rosh Hashanah 4b.14', 'Rosh Hashanah 4b:6', 'Rosh Hashanah 4b:11', 'Chagigah 17a:6', 'Rosh Hashanah 4b:16', 'Rosh Hashanah 4b:2', 'Rosh Hashanah 4b:15', 'Rosh Hashanah 4b:7', 'Chagigah 17a:4', 'Chagigah 17a:5', 'Chagigah 17a:9', 'Rosh Hashanah 4b:5', 'Rosh Hashanah 4b:4'}",set(),True
"{'Chagigah 17a', 'JTmock Chagigah 1:6:3'}","{'Yoma 2b:12', 'Rosh Hashanah 4b:11', 'Rosh Hashanah 4b:12'}","{('JTmock Chagigah 1:6:3', 'Chagigah 17a:7'), ('JTmock Chagigah 1:6:3', 'Chagigah 17a:5-6')}",False
"{'Pesachim 50b', 'JTmock Chagigah 1:7:4'}","{'Sotah 22b:5', 'Arakhin 16b:8', 'Sanhedrin 105b:12'}",set(),True
"{'JTmock Chagigah 1:7:4', 'Nazir 23b'}","{'Horayot 10b:19', 'Horayot 10b:15', 'Horayot 10b:18', 'Horayot 10b:13', 'Sanhedrin 105b:14', 'Sanhedrin 105b:12', 'Horayot 10b:14'}","{('JTmock Chagigah 1:7:4', 'Nazir 23b:1-5'), ('JTmock Chagigah 1:7:4', 'Nazir 23b:6'), ('JTmock Chagigah 1:7:4', 'Nazir 23b:10'), ('JTmock Chagigah 1:7:4', 'Nazir 23b:10-24a:1')}",False
"{'JTmock Chagigah 1:7:4', 'Sotah 22b'}","{'Sanhedrin 105b:12', 'Horayot 10b:16', 'Arakhin 16b:8', 'Pesachim 50b:5'}",set(),True
"{'JTmock Chagigah 1:7:4', 'Sanhedrin 105b'}","{'Nazir 23b:6', 'Nazir 23b:10', 'Pesachim 50b:5', 'Sotah 22b:5', 'Horayot 10b:15', 'Horayot 10b:18'}","{('JTmock Chagigah 1:7:4', 'Sanhedrin 105b:12'), ('JTmock Chagigah 1:7:4', 'Sanhedrin 105b:14')}",False
"{'Horayot 10b', 'JTmock Chagigah 1:7:4'}","{'Nazir 23b:6', 'Nazir 23b:11', 'Nazir 23b:12', 'Nazir 23b:1', 'Nazir 23b:7', 'Nazir 23b:10', 'Nazir 23b:2', 'Nazir 23b:13', 'Nazir 23b:5', 'Nazir 23b:8', 'Sotah 22b:5', 'Nazir 23b:3', 'Arakhin 16b:8', 'Nazir 23b:4', 'Sanhedrin 105b:14', 'Sanhedrin 105b:12', 'Nazir 23b:9'}","{('JTmock Chagigah 1:7:4', 'Horayot 10b:18-11a:3'), ('JTmock Chagigah 1:7:4', 'Horayot 10b:15'), ('JTmock Chagigah 1:7:4', 'Horayot 10b:18'), ('JTmock Chagigah 1:7:4', 'Horayot 10b:16'), ('JTmock Chagigah 1:7:4', 'Horayot 10b:13')}",False
"{'JTmock Chagigah 1:7:4', 'Arakhin 16b'}","{'Horayot 10b:16', 'Sotah 22b:5', 'Pesachim 50b:5'}",set(),True
"{'Chagigah 10a', 'JTmock Chagigah 1:8:2'}","{'Psalms 95.11', 'Psalms 119:106'}","{('JTmock Chagigah 1:8:2', 'Chagigah 10a:7'), ('JTmock Chagigah 1:8:2', 'Chagigah 10a:8')}",False
"{'JTmock Chagigah 1:8:3', 'Nedarim 78a'}",{'Numbers 30.2'},set(),True
"{'Midrash Tanchuma Buber, Ki Tisa 17', 'JTmock Chagigah 1:8:10'}",{'Hosea 8.12'},set(),True
"{'Gittin 60b', 'JTmock Chagigah 1:8:10'}","{'Hosea 8.12', 'Shemot Rabbah 47.1', 'Bamidbar Rabbah 14.10'}","{('JTmock Chagigah 1:8:10', 'Gittin 60b:2'), ('JTmock Chagigah 1:8:10', 'Gittin 60b:3')}",False
"{'Kohelet Rabbah 5:8', 'JTmock Chagigah 1:8:11'}","{'Vayikra Rabbah 22.1', 'Deuteronomy 9.10', 'Shemot Rabbah 10.1'}","{('JTmock Chagigah 1:8:11', 'Kohelet Rabbah 5:8:3'), ('JTmock Chagigah 1:8:11', 'Kohelet Rabbah 5:8:4'), ('JTmock Chagigah 1:8:11', 'Kohelet Rabbah 5:8:2')}",False
"{'JTmock Chagigah 1:8:11', 'Midrash Tanchuma Buber, Ki Tisa 18'}",{'Exodus 34:27'},set(),True
"{'Midrash Tanchuma, Ki Tisa 34', 'JTmock Chagigah 1:8:11'}",{'Exodus 34:27'},set(),True
"{'Megillah 19b', 'JTmock Chagigah 1:8:11'}",{'Deuteronomy 9.10'},set(),True
"{'Midrash Tanchuma Buber, Bereshit 11', 'JTmock Chagigah 2:1:3'}",{'Job 37.6'},set(),True
"{'JTmock Chagigah 2:1:3', 'Midrash Tanchuma Buber, Miketz 16'}",{'Job 37.6'},set(),True
"{'JTmock Chagigah 2:1:3', 'Pirkei DeRabbi Eliezer 3'}","{'Chagigah 12b:8', 'Chagigah 12b:10', 'Chagigah 12b:11', 'Chagigah 12b:1', 'Chagigah 12b:5', 'Chagigah 12b:6', 'Chagigah 12b:7', 'Chagigah 12b:15', 'Chagigah 12b:12', 'Chagigah 12b:2', 'Genesis 1.2', 'Psalms 104:6', 'Chagigah 12b:3', 'Chagigah 12b:4', 'Chagigah 12b:9', 'Chagigah 12b:13', 'Chagigah 12b:14', 'Job 37.6'}","{('JTmock Chagigah 2:1:3', 'Pirkei DeRabbi Eliezer 3:8'), ('JTmock Chagigah 2:1:3', 'Pirkei DeRabbi Eliezer 3:11'), ('JTmock Chagigah 2:1:3', 'Pirkei DeRabbi Eliezer 3:9'), ('JTmock Chagigah 2:1:3', 'Pirkei DeRabbi Eliezer 3:6')}",False
"{'JTmock Chagigah 2:1:3', 'Chagigah 12b'}","{'Deuteronomy 33.27', 'Psalms 136.6', 'Amos 4.13', 'Genesis 1.2', 'Psalms 104:6', 'Psalms 148:8'}","{('JTmock Chagigah 2:1:3', 'Chagigah 12b:2'), ('JTmock Chagigah 2:1:3', 'Chagigah 12b:1')}",False
"{'JTmock Chagigah 2:1:4', 'Kohelet Rabbah 12:14'}","{'Ecclesiastes 12.14', 'Zephaniah 2:3', 'Amos 5:15', 'Amos 4.13'}",set(),True
"{'JTmock Chagigah 2:1:4', 'Midrash Tanchuma Buber, Emor 4'}",{'Amos 5:15'},set(),True
"{'JTmock Chagigah 2:1:4', 'Midrash Tanchuma, Emor 2'}","{'Lamentations 3.29', 'Zephaniah 2:3', 'Amos 5:15', 'Amos 4.13'}",set(),True
"{'Chagigah 4b', 'JTmock Chagigah 2:1:4'}","{'Lamentations 3.29', 'Zephaniah 2:3', 'Amos 5:15'}",set(),True
"{'Chagigah 5b', 'JTmock Chagigah 2:1:4'}",{'Amos 4.13'},set(),True
"{'JTmock Chagigah 2:1:7', 'Chagigah 14b'}","{'Mishnah Chagigah 2.1', 'Tosefta Chagigah (Lieberman) 2.1'}",set(),True
"{'Chagigah 15a', 'JTmock Chagigah 2:1:8'}",{'Genesis 1.2'},set(),True
"{'JTmock Chagigah 2:1:9', 'Shir HaShirim Rabbah 1:4'}","{'Song of Songs 1.4', 'Psalms 116.15', 'Proverbs 25:16'}","{('JTmock Chagigah 2:1:9', 'Shir HaShirim Rabbah 1:4:5'), ('JTmock Chagigah 2:1:9', 'Shir HaShirim Rabbah 1:4:9')}",False
"{'JTmock Chagigah 2:1:9', 'Chagigah 14b'}","{'Tosefta Chagigah (Lieberman) 2.3', 'Psalms 116.15', 'Proverbs 25:16'}","{('JTmock Chagigah 2:1:9', 'Chagigah 14b:9'), ('JTmock Chagigah 2:1:9', 'Chagigah 14b:8')}",False
"{'Chagigah 15b', 'JTmock Chagigah 2:1:9'}",{'Song of Songs 1.4'},set(),True
"{'JTmock Chagigah 2:1:10', 'Kohelet Rabbah 7:8'}","{'Ruth 3.13', 'Deuteronomy 4:11', 'Ecclesiastes 7.8', 'Job 42.12', 'Deuteronomy 22.7', 'Chagigah 15a:11', 'Psalms 145.9', 'Psalms 109.12', 'Psalms 90.3', 'Kiddushin 39b:8', 'Job 28.17'}",set(),True
"{'JTmock Chagigah 2:1:10', 'Shir HaShirim Rabbah 1:10'}","{'Deuteronomy 4:11', 'Vayikra Rabbah 16.4'}",set(),True
"{'JTmock Chagigah 2:1:10', 'Kiddushin 39b'}","{'Deuteronomy 22.7', 'Kohelet Rabbah 7:8:1', 'Tosefta Chullin 10.3'}","{('JTmock Chagigah 2:1:10', 'Kiddushin 39b:8'), ('JTmock Chagigah 2:1:10', 'Kiddushin 39b:7')}",False
"{'JTmock Chagigah 2:1:10', ""Avot D'Rabbi Natan 24""}","{'Chagigah 15a:5', 'Chagigah 15a:7', 'Chagigah 15a.13', 'Chagigah 15a:4', 'Chagigah 15a:6', 'Chagigah 15a:9', 'Chagigah 15a:11', 'Chagigah 15a:3', 'Chagigah 15a:12', 'Chagigah 15a:10', 'Chagigah 15a:8', 'Chagigah 15a:1', 'Job 28.17', 'Chagigah 15a:2'}","{('JTmock Chagigah 2:1:10', ""Avot D'Rabbi Natan 24:1""), ('JTmock Chagigah 2:1:10', ""Avot D'Rabbi Natan 24:5"")}",False
"{'JTmock Chagigah 2:1:10', 'Chagigah 15a'}","{'Kohelet Rabbah 7:8:1', 'Job 28.17', 'Jeremiah 3.14'}","{('JTmock Chagigah 2:1:10', 'Chagigah 15a:6'), ('JTmock Chagigah 2:1:10', 'Chagigah 15a:11')}",False
"{'JTmock Chagigah 2:1:10', 'Chullin 142a'}","{'Deuteronomy 22.7', 'Tosefta Chullin 10.3'}",set(),True
"{'JTmock Chagigah 2:1:13', 'Pesikta Rabbati 21'}",{'Deuteronomy 4:32'},set(),True
"{'Chagigah 11b', 'JTmock Chagigah 2:1:13'}",{'Deuteronomy 4:32'},set(),True
"{'Pesikta Rabbati 21', 'JTmock Chagigah 2:1:15'}","{'Isaiah 26.4', 'Jeremiah 30:6', 'Genesis 2.4'}",set(),True
"{'Menachot 29b', 'JTmock Chagigah 2:1:15'}","{'Isaiah 26.4', 'Genesis 2.4'}","{('JTmock Chagigah 2:1:15', 'Menachot 29b:7'), ('JTmock Chagigah 2:1:15', 'Menachot 29b:10')}",False
"{'JTmock Chagigah 2:1:17', 'Midrash Tanchuma Buber, Bereshit 19'}","{'Genesis 1.1', 'Psalms 102:26', 'Isaiah 48.13', 'Genesis 2.4'}",set(),True
"{'Tamid 32a', 'JTmock Chagigah 2:1:17'}","{'Genesis 1.2', 'Chagigah 12a:16', 'Genesis 1.1'}","{('JTmock Chagigah 2:1:17', 'Tamid 32a:3'), ('JTmock Chagigah 2:1:17', 'Tamid 32a:4')}",False
"{'JTmock Chagigah 2:1:17', 'Bereishit Rabbah 1'}","{'Psalms 102:26', 'Genesis 1.2', 'Isaiah 48.13', 'Vayikra Rabbah 36.1', 'Genesis 2.4', 'Genesis 1:20', 'Genesis 1.1', 'Isaiah 66.1'}","{('JTmock Chagigah 2:1:17', 'Bereishit Rabbah 1:5'), ('JTmock Chagigah 2:1:17', 'Bereishit Rabbah 1:3'), ('JTmock Chagigah 2:1:17', 'Bereishit Rabbah 1:15')}",False
"{'Chagigah 12a', 'JTmock Chagigah 2:1:17'}","{'Genesis 1.1', 'Genesis 1.2', 'Isaiah 48.13', 'Genesis 2.4', 'Tamid 32a.3', 'Vayikra Rabbah 36.1', 'Isaiah 66.1'}","{('JTmock Chagigah 2:1:17', 'Chagigah 12a:17'), ('JTmock Chagigah 2:1:17', 'Chagigah 12a:16'), ('JTmock Chagigah 2:1:17', 'Chagigah 12a:6')}",False
"{'Chagigah 16b', 'JTmock Chagigah 2:2:2'}",{'Tosefta Chagigah (Lieberman) 2.8'},set(),True
"{'Chagigah 16b', 'JTmock Chagigah 2:2:5'}",{'Tosefta Chagigah (Lieberman) 2.8'},set(),True
"{'JTmock Chagigah 2:2:6', 'Sanhedrin 46a'}",{'Mishnah Sanhedrin 6.4'},set(),True
"{'JTmock Chagigah 2:3:3', 'Beitzah 20b'}","{'Exodus 12.16', 'Tosefta Chagigah (Lieberman) 2.10'}","{('JTmock Chagigah 2:3:3', 'Beitzah 20b:7'), ('JTmock Chagigah 2:3:3', 'Beitzah 20b:5')}",False
"{'JTmock Chagigah 2:3:5', 'Beitzah 20a'}","{'Tosefta Chagigah (Lieberman) 2.11', 'JTmock Beitzah 2:4:5'}",set(),True
"{'JTmock Chagigah 2:4:5', 'Yoma 7b'}",{'Exodus 28.38'},set(),True
"{'JTmock Chagigah 2:5:2', 'Chullin 33b'}",{'Mishnah Yadayim 3.1'},set(),True
"{'Chagigah 18b', 'JTmock Chagigah 2:5:3'}","{'Mishnah Bikkurim 2.1', 'Mishnah Parah 11.5'}","{('JTmock Chagigah 2:5:3', 'Chagigah 18b:9'), ('JTmock Chagigah 2:5:3', 'Chagigah 18b:6')}",False
"{'Chagigah 19a', 'JTmock Chagigah 2:6:2'}",{'Tosefta Chagigah (Lieberman) 3.1'},set(),True
"{'JTmock Chagigah 3:2:2', 'Chagigah 20a'}",{'Tosefta Kelim Batra 1:1'},set(),True
"{'Chagigah 23b', 'JTmock Chagigah 3:2:4'}",{'Mishnah Eduyot 8.1'},set(),True
"{'Chagigah 23b', 'JTmock Chagigah 3:2:5'}",{'Numbers 7.14'},set(),True
"{'Chullin 36a', 'JTmock Chagigah 3:2:6'}",{'Leviticus 11:34'},set(),True
"{'Chullin 35a', 'JTmock Chagigah 3:2:7'}",{'Mishnah Tahorot 2.2'},set(),True
"{'JTmock Chagigah 3:2:7', 'Chullin 33b'}","{'Mishnah Tahorot 2.2', 'Mishnah Parah 11.5'}","{('JTmock Chagigah 3:2:7', 'Chullin 33b:14-16'), ('JTmock Chagigah 3:2:7', 'Chullin 33b:1-2')}",False
"{'Sotah 29b', 'JTmock Chagigah 3:2:8'}",{'Leviticus 7.19'},set(),True
"{'Pesachim 18a', 'JTmock Chagigah 3:2:8'}","{'Mishnah Sotah 5.2', 'Leviticus 11:33'}",set(),True
"{'Sotah 29a', 'JTmock Chagigah 3:2:8'}","{'Leviticus 11:33', 'Leviticus 7.19'}","{('JTmock Chagigah 3:2:8', 'Sotah 29a:13'), ('JTmock Chagigah 3:2:8', 'Sotah 29a:9')}",False
"{'JTmock Chagigah 3:5:3', 'Chagigah 26a'}",{'Mishnah Tahorot 7.6'},set(),True
"{'Pesachim 35a', 'JTmock Challah 1:1:3'}","{'Deuteronomy 16.3', 'Tosefta Challah (Lieberman) 1.1', 'Tosefta Pesachim (Lieberman) 2.17', 'Menachot 70b:1'}","{('JTmock Challah 1:1:3-5', 'Pesachim 35a:11'), ('JTmock Challah 1:1:3', 'Pesachim 35a:6'), ('JTmock Challah 1:1:3', 'Pesachim 35a:7')}",False
"{'Sifrei Bamidbar 110', 'JTmock Challah 1:1:3'}",{'Deuteronomy 16.3'},set(),True
"{'Menachot 70b', 'JTmock Challah 1:1:3'}","{'Deuteronomy 16.3', 'Pesachim 35a:6', 'Numbers 15:19'}","{('JTmock Challah 1:1:3', 'Menachot 70a:17-70b:1'), ('JTmock Challah 1:1:3', 'Menachot 70b:3'), ('JTmock Challah 1:1:3', 'Menachot 70b:2')}",False
"{'JTmock Challah 1:1:5', 'Menachot 54a'}","{'Tosefta Terumot (Lieberman) 8.9', 'Mishnah Terumot 10.2'}",set(),True
"{'JTmock Challah 1:1:22', 'Rosh Hashanah 30a'}","{'Sukkah 41a:9', 'Mishnah Menachot 10:5', 'Sukkah 41a:11', 'Sukkah 41a:8', 'Sukkah 41a:6', 'Menachot 68b:2', 'Sukkah 41a:10', 'Menachot 68b:1', 'Sukkah 41a:7'}","{('JTmock Challah 1:1:22', 'Rosh Hashanah 30a:22'), ('JTmock Challah 1:1:22', 'Rosh Hashanah 30a:16-23'), ('JTmock Challah 1:1:22', 'Rosh Hashanah 30a:19-20')}",False
"{'JTmock Challah 1:1:22', 'Sukkah 41a'}","{'Rosh Hashanah 30a:24', 'Mishnah Menachot 10:5', 'Rosh Hashanah 30a:6', 'Rosh Hashanah 30a:4', 'Rosh Hashanah 30a:21', 'Rosh Hashanah 30a:17', 'Rosh Hashanah 30a:3', 'Rosh Hashanah 30a:19', 'Rosh Hashanah 30a:8', 'Rosh Hashanah 30a:2', 'Rosh Hashanah 30a:5', 'Rosh Hashanah 30a:12', 'Rosh Hashanah 30a:16', 'Rosh Hashanah 30a:14', 'Rosh Hashanah 30a:15', 'Rosh Hashanah 30a:10', 'Rosh Hashanah 30a:18', 'Rosh Hashanah 30a:23', 'Menachot 68b:1', 'Rosh Hashanah 30a:11', 'Rosh Hashanah 30a:20', 'Rosh Hashanah 30a:1', 'Rosh Hashanah 30a.7', 'Rosh Hashanah 30a:22', 'Rosh Hashanah 30a:13', 'Rosh Hashanah 30a:9'}","{('JTmock Challah 1:1:22', 'Sukkah 41a:10'), ('JTmock Challah 1:1:22', 'Sukkah 41a:9'), ('JTmock Challah 1:1:22', 'Sukkah 41a:8'), ('JTmock Challah 1:1:22', 'Sukkah 41a:6-11')}",False
"{'Menachot 68b', 'JTmock Challah 1:1:22'}","{'Sukkah 41a:9', 'Sukkah 41b:3', 'Rosh Hashanah 30a:20', 'Rosh Hashanah 30a:19', 'Rosh Hashanah 30b:4', 'Leviticus 23.14', 'Rosh Hashanah 30b:3'}","{('JTmock Challah 1:1:22', 'Menachot 68b:6'), ('JTmock Challah 1:1:22', 'Menachot 68b:1'), ('JTmock Challah 1:1:22', 'Menachot 68b:1-2'), ('JTmock Challah 1:1:22', 'Menachot 68b:3')}",False
"{'JTmock Challah 1:1:22', 'Rosh Hashanah 30b'}","{'Leviticus 23.14', 'Menachot 68b:6'}","{('JTmock Challah 1:1:22', 'Rosh Hashanah 30b:3-4'), ('JTmock Challah 1:1:22', 'Rosh Hashanah 30b:1')}",False
"{'Sukkah 41b', 'JTmock Challah 1:1:22'}","{'Rosh Hashanah 30a:24', 'Rosh Hashanah 30b:7', 'Rosh Hashanah 30a:6', 'Menachot 68b:16', 'Rosh Hashanah 30a:4', 'Menachot 68b:15', 'Rosh Hashanah 30b:4', 'Menachot 68b:23', 'Menachot 68b:3', 'Rosh Hashanah 30b:12', 'Menachot 68b:22', 'Menachot 68b:4', 'Menachot 68b:13', 'Menachot 68b:20', 'Menachot 68b:21', 'Rosh Hashanah 30b:1', 'Menachot 68b:12', 'Rosh Hashanah 30a:21', 'Rosh Hashanah 30a:17', 'Menachot 68b:19', 'Rosh Hashanah 30a:3', 'Rosh Hashanah 30b:9', 'Menachot 68b:9', 'Rosh Hashanah 30a:19', 'Menachot 68b:6', 'Rosh Hashanah 30a:8', 'Rosh Hashanah 30a:2', 'Rosh Hashanah 30b:13', 'Rosh Hashanah 30a:5', 'Rosh Hashanah 30a:12', 'Rosh Hashanah 30a:16', 'Rosh Hashanah 30a:14', 'Menachot 68b:2', 'Rosh Hashanah 30b:14', 'Rosh Hashanah 30a:15', 'Rosh Hashanah 30b:11', 'Rosh Hashanah 30b:5', 'Menachot 68b:14', 'Menachot 68b:10', 'Rosh Hashanah 30b:8', 'Menachot 68b:8', 'Menachot 68b.11', 'Menachot 68b:18', 'Rosh Hashanah 30a:10', 'Rosh Hashanah 30b:6', 'Leviticus 23.14', 'Rosh Hashanah 30b:3', 'Rosh Hashanah 30b.2', 'Rosh Hashanah 30a:18', 'Menachot 68b:1', 'Menachot 68b:5', 'Menachot 68b:26', 'Rosh Hashanah 30a:11', 'Rosh Hashanah 30a:23', 'Menachot 68b:25', 'Rosh Hashanah 30a:20', 'Menachot 68b:17', 'Rosh Hashanah 30a:1', 'Rosh Hashanah 30a.7', 'Rosh Hashanah 30a:22', 'Menachot 68b:24', 'Rosh Hashanah 30b:15', 'Rosh Hashanah 30b:10', 'Menachot 68b:7', 'Rosh Hashanah 30a:13', 'Rosh Hashanah 30a:9'}","{('JTmock Challah 1:1:22', 'Sukkah 41b:1'), ('JTmock Challah 1:1:22', 'Sukkah 41b:2'), ('JTmock Challah 1:1:22', 'Sukkah 41b:3')}",False
"{'JTmock Challah 1:3:2', 'Ketubot 25a'}",{'Numbers 15.20'},set(),True
"{'JTmock Challah 1:3:4', 'Shabbat 127b'}","{'Numbers 18.29', 'Eruvin 31b:1', 'Berakhot 47a:14', 'Pesachim 35b:2', 'Numbers 18.26', 'Eruvin 31b:2', 'Pesachim 35b:3'}","{('JTmock Challah 1:3:4', 'Shabbat 127b:17'), ('JTmock Challah 1:3:4', 'Shabbat 127b:18'), ('JTmock Challah 1:3:4', 'Shabbat 127b:15')}",False
"{'JTmock Challah 1:3:4', 'Pesachim 35b'}","{'Numbers 18.29', 'Eruvin 31b:1', 'Eruvin 31b:5', 'Shabbat 127b.15', 'Numbers 18.26', 'Eruvin 31b:6', 'Eruvin 31b:8', 'Eruvin 31b:2', 'Eruvin 31b:7', 'Eruvin 31b:9'}","{('JTmock Challah 1:3:4', 'Pesachim 35b:7'), ('JTmock Challah 1:3:4', 'Pesachim 35b:6'), ('JTmock Challah 1:3:4', 'Pesachim 35b:2-3'), ('JTmock Challah 1:3:4', 'Pesachim 35b:7-9'), ('JTmock Challah 1:3:4', 'Pesachim 35b:11-12')}",False
"{'JTmock Challah 1:3:4', 'Berakhot 47a'}","{'Eruvin 31b:4', 'Eruvin 31b:1', 'Eruvin 31b:5', 'Shabbat 127b.15', 'Eruvin 31b:3', 'Numbers 18.26', 'Eruvin 31b:6', 'Eruvin 31b:2', 'Eruvin 31b:7'}","{('JTmock Challah 1:3:4', 'Berakhot 47a:15'), ('JTmock Challah 1:3:4', 'Berakhot 47a:14-47b:2'), ('JTmock Challah 1:3:4', 'Berakhot 47a:14')}",False
"{'JTmock Challah 1:3:4', 'Eruvin 31b'}","{'Pesachim 35b:8', 'Pesachim 35b:12', 'Numbers 18.29', 'Berakhot 47a:16', 'Pesachim 35b:11', 'Berakhot 47a:14', 'Shabbat 127b.15', 'Pesachim 35b:2', 'Numbers 18.26', 'Berakhot 47a:15', 'Pesachim 35b:7', 'Pesachim 35b:3', 'Pesachim 35b:9'}","{('JTmock Challah 1:3:4', 'Eruvin 31b:5-7'), ('JTmock Challah 1:3:4', 'Eruvin 31b:4'), ('JTmock Challah 1:3:4', 'Eruvin 31a:12-31b:7'), ('JTmock Challah 1:3:4', 'Eruvin 31a:12-31b:2'), ('JTmock Challah 1:3:4', 'Eruvin 31b:8-9'), ('JTmock Challah 1:3:4', 'Eruvin 31b:5')}",False
"{'Berakhot 37b', 'JTmock Challah 1:3:13-14'}",{'Numbers 15.20'},set(),True
"{'Pesachim 37b', 'JTmock Challah 1:4:5'}",{'Tosefta Challah (Lieberman) 1.1'},set(),True
"{'JTmock Challah 1:5:7', 'Beitzah 17a'}","{'Tosefta Beitzah (Lieberman) 2.5', 'JTmock Beitzah 2:1:3'}","{('JTmock Challah 1:5:7', 'Beitzah 17a:9'), ('JTmock Challah 1:4:3-2:1:2', 'Beitzah 17a:9-10')}",False
"{'Sifrei Devarim 51', 'JTmock Challah 2:1:7'}",{'Deuteronomy 11.24'},set(),True
"{'JTmock Challah 2:1:15', 'Chullin 105a'}",{'Tosefta Berakhot (Lieberman) 5.13'},set(),True
"{'Chullin 134a', 'JTmock Challah 3:4:5'}",{'Mishnah Chullin 10.4'},set(),True
"{'Menachot 67a', 'JTmock Challah 3:4:7'}",{'Numbers 15.20'},set(),True
"{'Gittin 8a', 'JTmock Challah 4:4:6'}",{'Numbers 34.6'},set(),True
"{'Sifrei Bamidbar 161', 'JTmock Challah 4:4:7'}",{'Song of Songs 4.8'},set(),True
"{'Shir HaShirim Rabbah 4:8', 'JTmock Challah 4:4:7'}",{'Song of Songs 4.8'},set(),True
"{'Midrash Tanchuma Buber, Beshalach 11', 'JTmock Challah 4:4:7'}",{'Song of Songs 4.8'},set(),True
"{'JTmock Challah 4:4:8', 'Bava Metzia 22a'}",{'Tosefta Ketubot (Lieberman) 8.4'},set(),True
"{'JTmock Challah 4:4:14', 'Menachot 67a'}",{'Tosefta Challah (Lieberman) 2.6'},set(),True
"{'Sifrei Bamidbar 117', 'JTmock Challah 4:4:15'}","{'Leviticus 27:21', 'Arakhin 28b.10'}",set(),True
"{'Arakhin 28b', 'JTmock Challah 4:4:15'}","{'Sifrei Bamidbar 117:3', 'Leviticus 27:28', 'Leviticus 27:21'}","{('JTmock Challah 4:4:15', 'Arakhin 28b:11'), ('JTmock Challah 4:4:15', 'Arakhin 28b:8'), ('JTmock Challah 4:4:15', 'Arakhin 28b:10')}",False
"{'JTmock Challah 4:4:17', 'Bava Kamma 110b'}","{'Leviticus 14.15', 'Tosefta Challah (Lieberman) 2.7', 'Leviticus 27:21', 'Leviticus 23.19'}","{('JTmock Challah 4:4:17', 'Bava Kamma 110b:12'), ('JTmock Challah 4:4:17', 'Bava Kamma 110b:16'), ('JTmock Challah 4:4:17', 'Bava Kamma 110b:14')}",False
"{'Pesachim 42b', 'JTmock Demai 1:1:14'}","{'Mishnah Maasrot 5.6', 'Bava Batra 97a:1', 'Chullin 25b:11'}",set(),True
"{'Chullin 25b', 'JTmock Demai 1:1:14'}","{'Mishnah Maasrot 5.6', 'Pesachim 42b:8', 'Bava Batra 97a:1'}",set(),True
"{'Sotah 48a', 'JTmock Demai 1:2:2'}",{'Mishnah Sotah 9.10'},set(),True
"{'Bava Metzia 55b', 'JTmock Demai 1:2:4'}",{'Mishnah Bava Metzia 4.8'},set(),True
"{'JTmock Demai 1:3:12', 'Chullin 7b'}",{'JTmock Taanit 3.1.3'},set(),True
"{'JTmock Demai 1:3:13', 'Yevamot 121b'}","{'Bava Kamma 50a:22', 'Bava Kamma 50a:20', 'Bava Kamma 50a:21'}",set(),True
"{'Bava Kamma 50a', 'JTmock Demai 1:3:13'}","{'Yevamot 121b:8', 'Yevamot 121b:7', 'Yevamot 121b:6'}",set(),True
"{'Chullin 6a', 'JTmock Demai 1:3:16'}",{'Tosefta Demai (Lieberman) 1.24'},set(),True
"{'JTmock Demai 1:3:24', 'Kiddushin 52b'}","{'Bava Kamma 12b:8', 'Bava Kamma 12b:7', 'Mishnah Kiddushin 2.8'}","{('JTmock Demai 1:3:24', 'Kiddushin 52b:8-9'), ('JTmock Demai 1:3:24', 'Kiddushin 52b:8'), ('JTmock Demai 1:3:24', 'Kiddushin 52b:10')}",False
"{'JTmock Demai 1:3:24', 'Bava Kamma 12b'}","{'Kiddushin 52b:8', 'Kiddushin 52b:10'}","{('JTmock Demai 1:3:24', 'Bava Kamma 12b:7'), ('JTmock Demai 1:3:24', 'Bava Kamma 12b:8')}",False
"{'JTmock Demai 1:4:7', 'Temurah 4a'}","{'Tosefta Demai (Lieberman) 8.15', 'Mishnah Demai 7.6'}",set(),True
"{'Chullin 6b', 'JTmock Demai 2:1:11'}",{'II Kings 18:4'},set(),True
"{'Bekhorot 30b', 'JTmock Demai 2:2:4'}","{'Tosefta Demai (Lieberman) 2.5', 'Tosefta Demai (Lieberman) 2.3'}","{('JTmock Demai 2:2:4', 'Bekhorot 30b:2'), ('JTmock Demai 2:2:4', 'Bekhorot 30b:3')}",False
"{'JTmock Demai 3:3:2', 'Bava Metzia 23a'}",{'Tosefta Pesachim (Lieberman) 2.15'},set(),True
"{'JTmock Demai 3:3:3', 'Bava Kamma 30b'}",{'Tosefta Bava Kamma (Lieberman) 2.8'},set(),True
"{'JTmock Demai 3:4:8', 'Midrash Tanchuma Buber, Vayechi 10'}","{'JTmock Terumot 1.1.24', 'JTmock Terumot 11.4.8', 'JTmock Yoma 8.5.2'}",set(),True
